source;target;message;trackingID;unknown
terminal-proxy;bank-service;authenticationRequest;id-1626254442508;1626254442511
bank-service;auth-server;autenticationRequest;id-1626254442508;1626254442513
atm-terminal;terminal-proxy;authenticationRequest;id-1626254464117;1626254464117
terminal-proxy;bank-service;authenticationRequest;id-1626254464117;1626254464120
bank-service;auth-server;autenticationRequest;id-1626254464117;1626254464122
atm-terminal;terminal-proxy;depositRequest;id-1626254465316;1626254465316
terminal-proxy;bank-service;depositRequest;id-1626254465316;1626254465318
bank-service;balance-service;depositRequest;id-1626254465316;1626254465320
atm-terminal;terminal-proxy;checkBalance;id-1626254465745;1626254465745
terminal-proxy;bank-service;checkBalance;id-1626254465745;1626254465748
bank-service;balance-service;checkBalance;id-1626254465745;1626254465750
atm-terminal;terminal-proxy;printReceipt;id-1626254468180;1626254468180
terminal-proxy;bank-service;printReceipt;id-1626254468180;1626254468183
atm-terminal;terminal-proxy;checkBalance;id-1626254468662;1626254468662
terminal-proxy;bank-service;checkBalance;id-1626254468662;1626254468665
bank-service;balance-service;checkBalance;id-1626254468662;1626254468667
atm-terminal;terminal-proxy;printReceipt;id-1626254469030;1626254469030
terminal-proxy;bank-service;printReceipt;id-1626254469030;1626254469032
atm-terminal;terminal-proxy;checkBalance;id-1626254469381;1626254469381
terminal-proxy;bank-service;checkBalance;id-1626254469381;1626254469384
bank-service;balance-service;checkBalance;id-1626254469381;1626254469386
atm-terminal;terminal-proxy;printReceipt;id-1626254469681;1626254469681
terminal-proxy;bank-service;printReceipt;id-1626254469681;1626254469684
atm-terminal;terminal-proxy;checkBalance;id-1626254470059;1626254470059
terminal-proxy;bank-service;checkBalance;id-1626254470059;1626254470063
bank-service;balance-service;checkBalance;id-1626254470059;1626254470064
atm-terminal;terminal-proxy;printReceipt;id-1626254470376;1626254470376
terminal-proxy;bank-service;printReceipt;id-1626254470376;1626254470379
atm-terminal;terminal-proxy;checkBalance;id-1626254470722;1626254470722
terminal-proxy;bank-service;checkBalance;id-1626254470722;1626254470725
bank-service;balance-service;checkBalance;id-1626254470722;1626254470728
atm-terminal;terminal-proxy;printReceipt;id-1626254471040;1626254471040
terminal-proxy;bank-service;printReceipt;id-1626254471040;1626254471044
atm-terminal;terminal-proxy;checkBalance;id-1626254471387;1626254471387
terminal-proxy;bank-service;checkBalance;id-1626254471387;1626254471390
bank-service;balance-service;checkBalance;id-1626254471387;1626254471392
atm-terminal;terminal-proxy;printReceipt;id-1626254471675;1626254471675
terminal-proxy;bank-service;printReceipt;id-1626254471675;1626254471678
atm-terminal;terminal-proxy;checkBalance;id-1626254472036;1626254472036
terminal-proxy;bank-service;checkBalance;id-1626254472036;1626254472039
bank-service;balance-service;checkBalance;id-1626254472036;1626254472041
atm-terminal;terminal-proxy;printReceipt;id-1626254472343;1626254472343
terminal-proxy;bank-service;printReceipt;id-1626254472343;1626254472346
atm-terminal;terminal-proxy;checkBalance;id-1626254472664;1626254472664
terminal-proxy;bank-service;checkBalance;id-1626254472664;1626254472667
bank-service;balance-service;checkBalance;id-1626254472664;1626254472670
atm-terminal;terminal-proxy;printReceipt;id-1626254472944;1626254472944
terminal-proxy;bank-service;printReceipt;id-1626254472944;1626254472948
atm-terminal;terminal-proxy;checkBalance;id-1626254473255;1626254473255
terminal-proxy;bank-service;checkBalance;id-1626254473255;1626254473258
bank-service;balance-service;checkBalance;id-1626254473255;1626254473260
atm-terminal;terminal-proxy;printReceipt;id-1626254473546;1626254473546
terminal-proxy;bank-service;printReceipt;id-1626254473546;1626254473549
atm-terminal;terminal-proxy;checkBalance;id-1626254473896;1626254473896
terminal-proxy;bank-service;checkBalance;id-1626254473896;1626254473900
bank-service;balance-service;checkBalance;id-1626254473896;1626254473901
atm-terminal;terminal-proxy;printReceipt;id-1626254474152;1626254474152
terminal-proxy;bank-service;printReceipt;id-1626254474152;1626254474156
atm-terminal;terminal-proxy;depositRequest;id-1626254475177;1626254475177
terminal-proxy;bank-service;depositRequest;id-1626254475177;1626254475182
bank-service;balance-service;depositRequest;id-1626254475177;1626254475183
atm-terminal;terminal-proxy;depositRequest;id-1626254476727;1626254476727
terminal-proxy;bank-service;depositRequest;id-1626254476727;1626254476730
bank-service;balance-service;depositRequest;id-1626254476727;1626254476732
atm-terminal;terminal-proxy;authenticationRequest;id-1626254477548;1626254477548
terminal-proxy;bank-service;authenticationRequest;id-1626254477548;1626254477551
bank-service;auth-server;autenticationRequest;id-1626254477548;1626254477552
atm-terminal;terminal-proxy;authenticationRequest;id-1626254478364;1626254478364
terminal-proxy;bank-service;authenticationRequest;id-1626254478364;1626254478367
bank-service;auth-server;autenticationRequest;id-1626254478364;1626254478369
atm-terminal;terminal-proxy;authenticationRequest;id-1626254479109;1626254479109
terminal-proxy;bank-service;authenticationRequest;id-1626254479109;1626254479112
bank-service;auth-server;autenticationRequest;id-1626254479109;1626254479114
atm-terminal;terminal-proxy;authenticationRequest;id-1626254479796;1626254479796
terminal-proxy;bank-service;authenticationRequest;id-1626254479796;1626254479799
bank-service;auth-server;autenticationRequest;id-1626254479796;1626254479800
atm-terminal;terminal-proxy;authenticationRequest;id-1626254480490;1626254480490
terminal-proxy;bank-service;authenticationRequest;id-1626254480490;1626254480493
bank-service;auth-server;autenticationRequest;id-1626254480490;1626254480495
atm-terminal;terminal-proxy;authenticationRequest;id-1626254481153;1626254481153
terminal-proxy;bank-service;authenticationRequest;id-1626254481153;1626254481157
bank-service;auth-server;autenticationRequest;id-1626254481153;1626254481158
atm-terminal;terminal-proxy;authenticationRequest;id-1626254481866;1626254481866
terminal-proxy;bank-service;authenticationRequest;id-1626254481866;1626254481869
bank-service;auth-server;autenticationRequest;id-1626254481866;1626254481871
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254482886;1626254482886
terminal-proxy;bank-service;withdrawalRequest;id-1626254482886;1626254482889
bank-service;balance-service;withdrawalRequest;id-1626254482886;1626254482891
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254483806;1626254483806
terminal-proxy;bank-service;withdrawalRequest;id-1626254483806;1626254483809
bank-service;balance-service;withdrawalRequest;id-1626254483806;1626254483811
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254485195;1626254485195
terminal-proxy;bank-service;withdrawalRequest;id-1626254485195;1626254485198
bank-service;balance-service;withdrawalRequest;id-1626254485195;1626254485200
atm-terminal;terminal-proxy;depositRequest;id-1626254486170;1626254486170
terminal-proxy;bank-service;depositRequest;id-1626254486170;1626254486174
bank-service;balance-service;depositRequest;id-1626254486170;1626254486175
atm-terminal;terminal-proxy;depositRequest;id-1626254487013;1626254487013
terminal-proxy;bank-service;depositRequest;id-1626254487013;1626254487015
bank-service;balance-service;depositRequest;id-1626254487013;1626254487017
atm-terminal;terminal-proxy;depositRequest;id-1626254487854;1626254487854
terminal-proxy;bank-service;depositRequest;id-1626254487854;1626254487857
bank-service;balance-service;depositRequest;id-1626254487854;1626254487859
atm-terminal;terminal-proxy;depositRequest;id-1626254488692;1626254488692
terminal-proxy;bank-service;depositRequest;id-1626254488692;1626254488695
bank-service;balance-service;depositRequest;id-1626254488692;1626254488697
atm-terminal;terminal-proxy;printReceipt;id-1626254489052;1626254489052
terminal-proxy;bank-service;printReceipt;id-1626254489052;1626254489054
atm-terminal;terminal-proxy;checkBalance;id-1626254489697;1626254489697
terminal-proxy;bank-service;checkBalance;id-1626254489697;1626254489700
bank-service;balance-service;checkBalance;id-1626254489697;1626254489702
atm-terminal;terminal-proxy;printReceipt;id-1626254490298;1626254490298
terminal-proxy;bank-service;printReceipt;id-1626254490298;1626254490301
atm-terminal;terminal-proxy;checkBalance;id-1626254490613;1626254490613
terminal-proxy;bank-service;checkBalance;id-1626254490613;1626254490618
bank-service;balance-service;checkBalance;id-1626254490613;1626254490619
atm-terminal;terminal-proxy;printReceipt;id-1626254490836;1626254490836
terminal-proxy;bank-service;printReceipt;id-1626254490836;1626254490839
atm-terminal;terminal-proxy;checkBalance;id-1626254491143;1626254491143
terminal-proxy;bank-service;checkBalance;id-1626254491143;1626254491148
bank-service;balance-service;checkBalance;id-1626254491143;1626254491149
atm-terminal;terminal-proxy;printReceipt;id-1626254491375;1626254491375
terminal-proxy;bank-service;printReceipt;id-1626254491375;1626254491379
atm-terminal;terminal-proxy;checkBalance;id-1626254491641;1626254491641
terminal-proxy;bank-service;checkBalance;id-1626254491641;1626254491645
bank-service;balance-service;checkBalance;id-1626254491641;1626254491647
atm-terminal;terminal-proxy;printReceipt;id-1626254491876;1626254491876
terminal-proxy;bank-service;printReceipt;id-1626254491876;1626254491879
atm-terminal;terminal-proxy;checkBalance;id-1626254492166;1626254492166
terminal-proxy;bank-service;checkBalance;id-1626254492166;1626254492169
bank-service;balance-service;checkBalance;id-1626254492166;1626254492170
atm-terminal;terminal-proxy;printReceipt;id-1626254492411;1626254492411
terminal-proxy;bank-service;printReceipt;id-1626254492411;1626254492414
atm-terminal;terminal-proxy;depositRequest;id-1626254493176;1626254493176
terminal-proxy;bank-service;depositRequest;id-1626254493176;1626254493179
bank-service;balance-service;depositRequest;id-1626254493176;1626254493180
atm-terminal;terminal-proxy;depositRequest;id-1626254494068;1626254494068
terminal-proxy;bank-service;depositRequest;id-1626254494068;1626254494071
bank-service;balance-service;depositRequest;id-1626254494068;1626254494073
atm-terminal;terminal-proxy;depositRequest;id-1626254494852;1626254494852
terminal-proxy;bank-service;depositRequest;id-1626254494852;1626254494855
bank-service;balance-service;depositRequest;id-1626254494852;1626254494857
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254495948;1626254495948
terminal-proxy;bank-service;withdrawalRequest;id-1626254495948;1626254495951
bank-service;balance-service;withdrawalRequest;id-1626254495948;1626254495952
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254497040;1626254497040
terminal-proxy;bank-service;withdrawalRequest;id-1626254497040;1626254497043
bank-service;balance-service;withdrawalRequest;id-1626254497040;1626254497045
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254497788;1626254497788
terminal-proxy;bank-service;withdrawalRequest;id-1626254497788;1626254497791
bank-service;balance-service;withdrawalRequest;id-1626254497788;1626254497792
atm-terminal;terminal-proxy;authenticationRequest;id-1626254498729;1626254498729
terminal-proxy;bank-service;authenticationRequest;id-1626254498729;1626254498732
bank-service;auth-server;autenticationRequest;id-1626254498729;1626254498734
atm-terminal;terminal-proxy;authenticationRequest;id-1626254499649;1626254499649
terminal-proxy;bank-service;authenticationRequest;id-1626254499649;1626254499652
bank-service;auth-server;autenticationRequest;id-1626254499649;1626254499654
atm-terminal;terminal-proxy;authenticationRequest;id-1626254500173;1626254500173
terminal-proxy;bank-service;authenticationRequest;id-1626254500173;1626254500176
bank-service;auth-server;autenticationRequest;id-1626254500173;1626254500177
atm-terminal;terminal-proxy;authenticationRequest;id-1626254500675;1626254500675
terminal-proxy;bank-service;authenticationRequest;id-1626254500675;1626254500678
bank-service;auth-server;autenticationRequest;id-1626254500675;1626254500680
atm-terminal;terminal-proxy;authenticationRequest;id-1626254501152;1626254501152
terminal-proxy;bank-service;authenticationRequest;id-1626254501152;1626254501155
bank-service;auth-server;autenticationRequest;id-1626254501152;1626254501157
atm-terminal;terminal-proxy;authenticationRequest;id-1626254501925;1626254501925
terminal-proxy;bank-service;authenticationRequest;id-1626254501925;1626254501927
bank-service;auth-server;autenticationRequest;id-1626254501925;1626254501929
atm-terminal;terminal-proxy;authenticationRequest;id-1626254502451;1626254502451
terminal-proxy;bank-service;authenticationRequest;id-1626254502451;1626254502464
bank-service;auth-server;autenticationRequest;id-1626254502451;1626254502465
atm-terminal;terminal-proxy;authenticationRequest;id-1626254503134;1626254503134
terminal-proxy;bank-service;authenticationRequest;id-1626254503134;1626254503137
bank-service;auth-server;autenticationRequest;id-1626254503134;1626254503138
atm-terminal;terminal-proxy;checkBalance;id-1626254503503;1626254503503
terminal-proxy;bank-service;checkBalance;id-1626254503503;1626254503506
bank-service;balance-service;checkBalance;id-1626254503503;1626254503508
atm-terminal;terminal-proxy;depositRequest;id-1626254505489;1626254505489
terminal-proxy;bank-service;depositRequest;id-1626254505489;1626254505492
bank-service;balance-service;depositRequest;id-1626254505489;1626254505493
atm-terminal;terminal-proxy;printReceipt;id-1626254505931;1626254505931
terminal-proxy;bank-service;printReceipt;id-1626254505931;1626254505934
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254507687;1626254507687
terminal-proxy;bank-service;withdrawalRequest;id-1626254507687;1626254507690
bank-service;balance-service;withdrawalRequest;id-1626254507687;1626254507692
atm-terminal;terminal-proxy;checkBalance;id-1626254508180;1626254508180
terminal-proxy;bank-service;checkBalance;id-1626254508180;1626254508183
bank-service;balance-service;checkBalance;id-1626254508180;1626254508185
atm-terminal;terminal-proxy;authenticationRequest;id-1626254509277;1626254509277
terminal-proxy;bank-service;authenticationRequest;id-1626254509277;1626254509280
bank-service;auth-server;autenticationRequest;id-1626254509277;1626254509281
atm-terminal;terminal-proxy;checkBalance;id-1626254509703;1626254509703
terminal-proxy;bank-service;checkBalance;id-1626254509703;1626254509706
bank-service;balance-service;checkBalance;id-1626254509703;1626254509708
atm-terminal;terminal-proxy;authenticationRequest;id-1626254510936;1626254510936
terminal-proxy;bank-service;authenticationRequest;id-1626254510936;1626254510939
bank-service;auth-server;autenticationRequest;id-1626254510936;1626254510941
atm-terminal;terminal-proxy;checkBalance;id-1626254511295;1626254511295
terminal-proxy;bank-service;checkBalance;id-1626254511295;1626254511297
bank-service;balance-service;checkBalance;id-1626254511295;1626254511299
atm-terminal;terminal-proxy;authenticationRequest;id-1626254512452;1626254512452
terminal-proxy;bank-service;authenticationRequest;id-1626254512452;1626254512455
bank-service;auth-server;autenticationRequest;id-1626254512452;1626254512457
atm-terminal;terminal-proxy;checkBalance;id-1626254512810;1626254512810
terminal-proxy;bank-service;checkBalance;id-1626254512810;1626254512813
bank-service;balance-service;checkBalance;id-1626254512810;1626254512815
atm-terminal;terminal-proxy;authenticationRequest;id-1626254513793;1626254513793
terminal-proxy;bank-service;authenticationRequest;id-1626254513793;1626254513796
bank-service;auth-server;autenticationRequest;id-1626254513793;1626254513798
atm-terminal;terminal-proxy;depositRequest;id-1626254514842;1626254514842
terminal-proxy;bank-service;depositRequest;id-1626254514842;1626254514845
bank-service;balance-service;depositRequest;id-1626254514842;1626254514847
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254515876;1626254515876
terminal-proxy;bank-service;withdrawalRequest;id-1626254515876;1626254515879
bank-service;balance-service;withdrawalRequest;id-1626254515876;1626254515881
atm-terminal;terminal-proxy;printReceipt;id-1626254516268;1626254516268
terminal-proxy;bank-service;printReceipt;id-1626254516268;1626254516271
atm-terminal;terminal-proxy;authenticationRequest;id-1626254519105;1626254519105
terminal-proxy;bank-service;authenticationRequest;id-1626254519105;1626254519108
bank-service;auth-server;autenticationRequest;id-1626254519105;1626254519109
atm-terminal;terminal-proxy;checkBalance;id-1626254519512;1626254519512
terminal-proxy;bank-service;checkBalance;id-1626254519512;1626254519515
bank-service;balance-service;checkBalance;id-1626254519512;1626254519516
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254520999;1626254520999
terminal-proxy;bank-service;withdrawalRequest;id-1626254520999;1626254521004
bank-service;balance-service;withdrawalRequest;id-1626254520999;1626254521006
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254521872;1626254521872
terminal-proxy;bank-service;withdrawalRequest;id-1626254521872;1626254521875
bank-service;balance-service;withdrawalRequest;id-1626254521872;1626254521876
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254522579;1626254522579
terminal-proxy;bank-service;withdrawalRequest;id-1626254522579;1626254522583
bank-service;balance-service;withdrawalRequest;id-1626254522579;1626254522584
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254523378;1626254523378
terminal-proxy;bank-service;withdrawalRequest;id-1626254523378;1626254523380
bank-service;balance-service;withdrawalRequest;id-1626254523378;1626254523382
atm-terminal;terminal-proxy;authenticationRequest;id-1626254524295;1626254524295
terminal-proxy;bank-service;authenticationRequest;id-1626254524295;1626254524298
bank-service;auth-server;autenticationRequest;id-1626254524295;1626254524300
atm-terminal;terminal-proxy;authenticationRequest;id-1626254525303;1626254525303
terminal-proxy;bank-service;authenticationRequest;id-1626254525303;1626254525306
bank-service;auth-server;autenticationRequest;id-1626254525303;1626254525308
atm-terminal;terminal-proxy;authenticationRequest;id-1626254525970;1626254525970
terminal-proxy;bank-service;authenticationRequest;id-1626254525970;1626254525973
bank-service;auth-server;autenticationRequest;id-1626254525970;1626254525976
atm-terminal;terminal-proxy;authenticationRequest;id-1626254526646;1626254526646
terminal-proxy;bank-service;authenticationRequest;id-1626254526646;1626254526649
bank-service;auth-server;autenticationRequest;id-1626254526646;1626254526651
atm-terminal;terminal-proxy;authenticationRequest;id-1626254527200;1626254527200
terminal-proxy;bank-service;authenticationRequest;id-1626254527200;1626254527203
bank-service;auth-server;autenticationRequest;id-1626254527200;1626254527205
atm-terminal;terminal-proxy;authenticationRequest;id-1626254527843;1626254527843
terminal-proxy;bank-service;authenticationRequest;id-1626254527843;1626254527846
bank-service;auth-server;autenticationRequest;id-1626254527843;1626254527848
atm-terminal;terminal-proxy;checkBalance;id-1626254528286;1626254528286
terminal-proxy;bank-service;checkBalance;id-1626254528286;1626254528289
bank-service;balance-service;checkBalance;id-1626254528286;1626254528291
atm-terminal;terminal-proxy;printReceipt;id-1626254529016;1626254529016
terminal-proxy;bank-service;printReceipt;id-1626254529016;1626254529019
atm-terminal;terminal-proxy;checkBalance;id-1626254529308;1626254529308
terminal-proxy;bank-service;checkBalance;id-1626254529308;1626254529311
bank-service;balance-service;checkBalance;id-1626254529308;1626254529313
atm-terminal;terminal-proxy;printReceipt;id-1626254529546;1626254529546
terminal-proxy;bank-service;printReceipt;id-1626254529546;1626254529549
atm-terminal;terminal-proxy;checkBalance;id-1626254529858;1626254529858
terminal-proxy;bank-service;checkBalance;id-1626254529858;1626254529861
bank-service;balance-service;checkBalance;id-1626254529858;1626254529863
atm-terminal;terminal-proxy;printReceipt;id-1626254530087;1626254530087
terminal-proxy;bank-service;printReceipt;id-1626254530087;1626254530090
atm-terminal;terminal-proxy;checkBalance;id-1626254530407;1626254530407
terminal-proxy;bank-service;checkBalance;id-1626254530407;1626254530411
bank-service;balance-service;checkBalance;id-1626254530407;1626254530412
atm-terminal;terminal-proxy;printReceipt;id-1626254530660;1626254530660
terminal-proxy;bank-service;printReceipt;id-1626254530660;1626254530663
atm-terminal;terminal-proxy;checkBalance;id-1626254530944;1626254530944
terminal-proxy;bank-service;checkBalance;id-1626254530944;1626254530947
bank-service;balance-service;checkBalance;id-1626254530944;1626254530949
atm-terminal;terminal-proxy;printReceipt;id-1626254531189;1626254531189
terminal-proxy;bank-service;printReceipt;id-1626254531189;1626254531193
atm-terminal;terminal-proxy;depositRequest;id-1626254532400;1626254532400
terminal-proxy;bank-service;depositRequest;id-1626254532400;1626254532403
bank-service;balance-service;depositRequest;id-1626254532400;1626254532405
atm-terminal;terminal-proxy;depositRequest;id-1626254533265;1626254533265
terminal-proxy;bank-service;depositRequest;id-1626254533265;1626254533268
bank-service;balance-service;depositRequest;id-1626254533265;1626254533269
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254534448;1626254534448
terminal-proxy;bank-service;withdrawalRequest;id-1626254534448;1626254534451
bank-service;balance-service;withdrawalRequest;id-1626254534448;1626254534452
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254535230;1626254535230
terminal-proxy;bank-service;withdrawalRequest;id-1626254535230;1626254535233
bank-service;balance-service;withdrawalRequest;id-1626254535230;1626254535235
atm-terminal;terminal-proxy;withdrawalRequest;id-1626254536347;1626254536347
terminal-proxy;bank-service;withdrawalRequest;id-1626254536347;1626254536350
bank-service;balance-service;withdrawalRequest;id-1626254536347;1626254536352
atm-terminal;terminal-proxy;anomalyRequest;id-1626699157898;1626699157898
terminal-proxy;anomaly-server;anomalyRequest;id-1626699157898;1626699157902
atm-terminal;anomaly-server;anomalyRequest;id-1626699151170;1626699151170